EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
272254125,DENVER URBAN DEBATE LEAGUE,% DENV,2255 E EVANS RM 467A,DENVER,CO,80208-0001,0000,03,3,2000,201008,1,15,000000000,1,01,202506,2,3,01,0,06,15836,90059,90059,B80,
272255601,GREEN BOX ARTS PROJECT,% LIZ K EICKMAN,PO BOX 1,GREEN MTN FLS,CO,80819-0001,0000,03,3,1000,201407,1,15,000000000,1,01,202412,4,6,01,0,12,186158,1248720,1248720,A20,
272274120,DIAKONIA,% STEPHEN HAYES,1250 VENHORST RD,COLORADO SPGS,CO,80920-3132,0000,03,3,1200,201008,1,16,000000000,1,01,202412,4,5,01,0,12,238594,526703,526703,P60,
272279199,CANON LITERACY CENTER INC,% NOT APPLICABLE,PO BOX 1793,CANON CITY,CO,81215-1793,0000,03,3,1000,201006,1,15,000000000,1,01,202412,4,3,01,0,12,158547,79326,79326,B90,
272279684,FOR HIM FOR YOU INTERNATIONAL,% DAWN HENRY,PO BOX,PARKER,CO,80134-0000,0000,03,3,1200,201011,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P46,
272280229,COLORADO 4-H FOUNDATION INC,% MARY O MALLEY,1600 N HUDSON RD,WATKINS,CO,80137-6800,5947,03,9,2000,201308,0,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,,CHAMPION DRIVE
272282878,CATHOLIC SPORTS,% PAUL SPOTTS,PO BOX 102584,DENVER,CO,80250-2584,0000,03,3,2000,201009,1,15,000000000,1,01,202506,4,5,01,0,06,232522,618944,618944,X99,CYAS
272283141,FAIR ADVISORS INSTITUTE,% CAROL FABBRI,11421 MARKS DR,CONIFER,CO,80433-8221,0000,03,3,2100,201101,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P51,
272286848,GOD SPACE SANCTUARY,% DENVER NEVAAR,8923 W HARVARD DR,LAKEWOOD,CO,80227-6102,0000,03,3,7000,201009,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,X99,
272292397,COLORADO LEARNING CONNECTIONS,% MARIKO TOTTEN,PO BOX 459,FRISCO,CO,80443-0459,0000,03,3,1200,201708,1,16,000000000,5,01,202506,3,4,01,0,06,30763,207456,207456,B90,
272293098,PALOMARES MINISTRIES,% NA,PO BOX 49533,COLORADO SPGS,CO,80949-9533,0000,03,3,1000,201008,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X90,
272295007,HOMEFRONT HEROES,% LINDA OLSON,1841 ORCHARD DR1841 ORCHARD DR,DENVER,CO,80221-0000,0000,03,3,1000,201008,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
272296673,EAST END ARTS DISTRICT ASSOCIATION,% TRACY WEIL,10201 E COLFAX AVE,AURORA,CO,80010-2214,0000,03,3,1000,201204,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A26,DBA THE AURORA ARTS DISTRICT
272298147,COLORADO 4-H FOUNDATION INC,% JULIA HURDELBRINK,9755 HENDERSON RD,BRIGHTON,CO,80601-8114,5947,03,9,2000,201308,0,15,000000000,1,01,202506,0,0,02,0,06,0,0,0,,URBAN FARM 4-H CLUB
272304009,KIOWA VOLUNTEER FIRE DEPARTMENT,,403 COUNTY ROAD 45,KIOWA,CO,80117-9385,0000,03,3,1200,201711,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,M19,
272313607,3 4 FIGHTING PARKINSONS,% LAURA FISKE,PO BOX 11483,DENVER,CO,80211-0483,0000,03,3,1000,201007,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,G12,
272316252,RESILIENT FUTURES INTERNATIONAL,% AMBER BACCA,PO BOX 2,HARTSEL,CO,80449-0002,0000,03,3,1200,201105,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B99,
272319893,WOODLAND PARK HOCKEY ASSOCATION,% JANELLE WALZER,PO BOX 5923,WOODLAND PARK,CO,80866-5923,0000,03,3,1000,201608,1,16,000000000,1,01,202504,3,3,01,0,04,29780,63433,63433,N68,
272321953,THE GOSPEL ENTERPRISE INC,% JAMES RAY,PO BOX 460622,AURORA,CO,80046-0622,0000,03,3,1270,202112,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X99,
272326569,COLLEGIATE PEAKS CHORALE,,PO BOX 429,BUENA VISTA,CO,81211-0429,0000,03,3,2000,202208,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A6B,
272329917,FREEDOM IN CHRIST CHRISTAIN FELLOWSHIP,% CHARLEZETTA NIXON,PO BOX 470638,AURORA,CO,80047-0638,0000,03,3,7100,201103,1,15,000000000,5,01,202412,3,4,01,0,12,33617,150616,150616,X21,
272332914,GOSPEL LIGHTHOUSE,% DAVID ALVAREZ,1541 S DECATUR ST,DENVER,CO,80219-4735,1446,03,9,7000,195902,1,10,268120230,5,01,,0,0,06,0,03,,,,,
272359005,OUTDOOR MINDSET,% KYLE MARTIN,984 SPRING RD,DURANGO,CO,81303-6426,0000,03,3,1000,201009,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
272363901,ALPINE INITIATIVES,% ROBERT ERIK WARDELL,PO BOX 772711,STEAMBOAT SPR,CO,80477-2711,0000,03,3,1000,201009,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,Q31,
272364584,ALL BROTHERS IN CHRIST,% GEORGE MEDLEY,4920 WASHINGTON ST,DENVER,CO,80216-2026,0000,03,3,1200,201107,1,15,000000000,1,01,202412,2,6,01,0,12,19476,1526584,1526584,B90,
272370488,DOUGLAS COUNTY VETERANS MONUMENT FOUNDATION CORP,% DEBBIE DEVOE,4833 FRONT STREET UNIT B 433,CASTLE ROCK,CO,80104-7902,0000,03,3,1000,201111,1,15,000000000,1,01,202312,5,5,01,0,12,691425,573774,573774,A80,
272377254,OLGA W GRIFFIN MINISTRY,% OLGA W GRIFFIN,PO BOX 9152,AVON,CO,81620-9103,0000,03,3,1000,201009,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,X20,
272378352,SUSTAINABLE ENVIRONMENTAL & ECONOMIC DEVELOPMENT PARK,% COMMUNITY PARTNERSHIPS,924 8TH ST,ALAMOSA,CO,81101-3108,0000,03,3,1000,201206,1,16,000000000,1,01,202501,0,0,02,0,01,0,0,0,S50,SEED PARK INTERNATIONAL
272378862,ASSOCIATION OF DRILLED SHAFT CONTRACTORS,% SPENCER MILLS,251 ROONEY RD,GOLDEN,CO,80401-9010,3669,06,9,2000,200009,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,S41,ROCKY MOUNTAIN CHAPTER-HAYWARD BAKE
272379870,VINTAGE CITY CHURCH,,1501 ACADEMY CT STE 101,FORT COLLINS,CO,80524-8953,0000,03,3,7000,201410,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
272384896,WEST POINT SOCIETY PIKES PEAK REGION,,1230 BOWSTRING RD,MONUMENT,CO,80132-8599,0000,03,3,1000,202207,1,16,000000000,1,01,202503,0,0,02,0,03,0,0,0,W11,
272387377,DOWNTOWN VINEYARD CHURCH,,402 GRAND AVENUE,GRAND JUNCTION,CO,81501-2515,0000,03,3,7000,201102,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
272391159,CHARITABLE COALITION FOR AFRICAN EMPOWERMENT,% CAROL DAVIS,9457 SUNIVERSITY BLVD 410,HIGHLANDS RANCH,CO,80126-0000,0000,03,3,1000,201007,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,Q30,
272394630,FOOTHILLS RUNNING AND CYCLING CLUB,% RUTH HUND,698 PARTRIDGE CIR,GOLDEN,CO,80403-1548,0000,03,3,1000,202511,1,16,300288000,1,01,202412,1,1,02,0,12,1592,1230,1230,N50,
272399512,RANACK CARES FOUNDATION INC,% BONNIE RANKIN,652 SOUTH COUNTY ROAD 9 E,LOVELAND,CO,80537-0000,0000,03,3,1000,201504,1,16,000000000,1,01,202412,1,3,01,0,12,7703,79910,49158,G30,
272404174,AMERICAN HARP SOCIETY,% ALISA DEWITT,3686 SILVERTON ST UNIT F,BOULDER,CO,80301-3670,3037,03,9,2000,197704,1,15,059119000,5,01,202412,0,0,02,0,12,0,0,0,,MILE-HIGH CHAPTER
272404994,CROSS TO CROWN MINISTRIES INC,% J TODD COTHRAN,6547 N ACADEMY BLVD 1217,COLORADO SPRINGS,CO,80918-8342,0000,03,3,2000,201010,1,11,000000000,1,01,202412,0,0,02,0,12,0,0,0,B40,
272407219,CAREER BUILDING ACADEMY,,410 TIA JUANA ST STE 100,COLORADO SPRINGS,CO,80909-6225,0000,03,3,2000,201211,1,11,000000000,1,01,201612,3,4,00,0,12,42969,420685,279672,B43,
272408847,RIDGWAY-OURAY COMMUNITY COUNCIL,% SCOTT WILLIAMS,PO BOX 1077,RIDGWAY,CO,81432-1077,0000,03,3,1000,201008,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,C30,
272414749,SPRUCE HILL COMMUNITY CHURCH,% BENJAMIN SCHWENK,13944 S SPRING VALLEY RD,LARKSPUR,CO,80118-0000,0000,03,3,7000,201503,1,10,000000000,1,01,,4,4,06,0,12,,,,X21,
272429414,MILE HIGH MUSICAL TAILS,% SUZANNE CIANFARANI,3011 S WOLFF ST,DENVER,CO,80236-2014,0000,03,3,1000,201208,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N99,SUZANNE CIANFARANI GEN PTR
272429602,COLORADO ACADEMY OF ANETHESIOLOGY ASSISTANTS,% MONICA ALVAREZ,1312 17TH ST,DENVER,CO,80202-1508,0000,06,3,1000,201103,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,S46,
272430965,SPRUCELAND MUSIC INC,% THOMAS STEENLAND,PO BOX 2190,BOULDER,CO,80306-2190,0000,03,3,1000,201101,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A90,
272434632,ROCKY MOUNTAIN BEST,% L WALTER,1075 S YUKON ST STE LL10,LAKEWOOD,CO,80226-4341,0000,03,3,1000,201104,1,15,000000000,1,01,202412,4,4,01,0,12,213286,110246,110246,O50,
272441297,AMERICAN VAULTING ASSOCIATION,% DENA MADDEN,2252 WCR 21,FORT LUPTON,CO,80621-0000,4089,03,9,1000,198804,0,15,349000000,1,01,202512,0,0,02,0,12,0,0,0,,MILE-HIGH VAULTERS VAULTING CLUB
272445084,VISITING ANCILLARY SERVICES INC,% VISITING ANCILLARY SERVICES,550 THORNTON PKWY UNIT 240B,THORNTON,CO,80229-2172,0000,03,3,1000,201204,1,16,000000000,1,01,202412,6,6,01,0,12,1153637,3837704,3837704,E30,
272460812,PALISADE HISTORICAL SOCIETY,% PRISCILLA WALKER,PO BOX 631,PALISADE,CO,81526-0631,0000,03,3,1000,201008,1,15,000000000,1,01,202503,0,0,02,0,03,0,0,0,A80,
272461746,SOUTHWESTERN COLORADO AREA HEALTH EDUCATION CENTER INC,% REXINE WILLIAMS,701 CAMINO DEL RIO STE 320,DURANGO,CO,81301-5596,0000,03,3,2100,201103,1,15,000000000,1,01,202506,6,5,01,0,06,1342045,549521,549521,E70,
272462198,ROSIES RANCH,% MARY MOSHER-STATHES,10556 E PARKER RD,PARKER,CO,80138-7810,0000,03,3,1200,201012,1,15,000000000,1,01,202412,4,4,01,0,12,172802,200292,153411,P87,
272464237,ST JAMES CHURCH,,4875 SETON PL,COLORADO SPGS,CO,80918-5231,0000,03,3,7000,201011,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
272469505,COLORADO AGRI-WOMEN,% DIANNE CLARK,17412 COUNTY ROAD 35,KARVAL,CO,80823-5024,0000,05,3,1000,201112,2,00,000000000,5,01,202512,0,0,02,0,12,0,0,0,K20,
272472044,CEDAREDGE ROD AND GUN CLUB INC,,PO BOX 225,CEDAREDGE,CO,81413-0225,0000,03,3,1200,201601,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,B99,
272484152,DENVER LANGUAGE SCHOOL,,451 NEWPORT ST,DENVER,CO,80220-6019,0000,03,3,2000,201307,1,11,000000000,1,01,202506,7,8,01,0,06,8287378,14671474,14671474,B20,
272496252,KINGDOM LIFE MINISTRIES INTERNATIONAL,% ARTHUR MEINTJES,1777 GORE CREEK CT,WINDSOR,CO,80550-3366,0000,03,3,1000,201106,1,15,000000000,1,01,202412,4,4,01,0,12,160562,175984,175984,X21,
272496379,ALPINE WIND ENSEMBLE INC,% CAROLYN SCHNEIDER,PO BOX 1446,GYPSUM,CO,81637-1446,0000,03,3,1000,201402,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A69,
272496890,SPARK OUTREACH INC,% KARI BLEYLE,8786 MEADOW CREEK DR,HGHLNDS RANCH,CO,80126-2918,0000,03,3,1000,201111,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,J20,
272513359,GMHS AS1 FOOTBALL BOOSTERS,% GMHS AS1 FOOTBALL BOOSTERS,13175 W GREEN MOUNTAIN DR,LAKEWOOD,CO,80228-3512,0000,03,3,1000,202112,1,15,000000000,1,01,202512,3,4,01,0,12,44494,155632,135226,N65,
272516327,TEACHERS OF THE WORD,% DR RICK YOHN,11870 MEADOWOOD LN,PARKER,CO,80138-7127,0000,03,3,1000,201009,1,15,000000000,1,01,202412,4,4,01,0,12,216049,184766,184766,X022,
272525003,LAST DAYS MINISTRIES LLC,% CAROL ADELL WASHINGTON,3300 N COOK ST,DENVER,CO,80205-4349,0000,03,3,7000,201611,1,04,000000000,5,01,202412,1,1,00,1,12,3865,1,,X11,LAST DAYS MINISTRIES
272529106,COLORADO MUSIC HALL OF FAME,% KAREN RADMAN,1278 N LINCOLN ST 100,DENVER,CO,80203-2114,0000,03,3,2000,201111,1,16,000000000,1,01,202412,4,4,01,0,12,363139,336395,331686,A80,
272529473,COLORADO HUNTER JUMPER FOUNDATION,% CAROL L OMEARA,8300 FAIRMOUNT DRIVE STE G-104,DENVER,CO,80247-6528,0000,03,3,2000,201009,1,04,000000000,1,01,202412,3,2,00,1,12,29020,14271,,B82,
272531394,WESTERN COLORADO WRITERS FORUM,% SANDRA DORR,740 GUNNISON AVE,GRAND JUNCTION,CO,81501-3212,0000,03,3,2000,201102,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,A70,
272532693,TUREK AUBERT MEMORIAL SCHOLARSHIP FUND,% JOHN MICHAEL TUREK,3255 SOUTH PARKER ROAD,AURORA,CO,80014-3241,0000,03,3,1200,201102,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B82,
272545295,SURVIVOR JOE INC,% CAROL EADS,9850 ZENITH MERIDIAN DR APT 14-105,ENGLEWOOD,CO,80112-6329,0000,03,3,1000,201510,1,15,000000000,1,01,202412,1,1,02,0,12,110,1650,1650,T50,
272552378,BC DIAMOND CLUB,% GREG LIVIN,9800 W DARTMOUTH PL,LAKEWOOD,CO,80227-4332,0000,03,3,5000,201103,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,O50,
272552677,NEW WINE CATHEDRAL OF WORSHIP,,20355 E 41ST AVE,DENVER,CO,80249-8144,0000,03,3,7000,201310,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
272552989,FORGING YOUTH RESILIENCE,,950 S CHERRY ST STE 1140,DENVER,CO,80246-2761,5869,03,6,1200,201106,1,15,000000000,1,01,202412,4,4,01,0,12,163669,285627,285627,I21,
272563025,NORTH AMERICAN SOCIETY FOR TRENCHLESS TECHNOLOGY,% STEPHANIE NIX- THOMAS,12012 W 56TH CIR,ARVADA,CO,80002-1421,0000,03,3,1000,202102,1,16,000000000,1,01,202412,3,3,01,0,12,85785,83590,73004,B03,
272568531,AUVSI ROCKY MOUNTAIN CHAPTER,% JEFFREY JAKUBOWSKI,2100 S CARR ST,LAKEWOOD,CO,80227-2422,0000,06,3,2000,201610,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,U99,
272576673,MAKO FAMILY FOUNDATION,% R P SMYTH,75 HOLLAND ST,LAKEWOOD,CO,80226-1054,0000,03,3,1000,201008,1,04,000000000,2,01,202507,4,1,00,1,07,125790,5386,,T20,
272579604,INTERNATIONAL KEYBOARD ODYSSIAD AND FESTIVAL INC,% JANELLE CRANDELL,PO BOX 1964,FORT COLLINS,CO,80522-1964,0000,03,3,1000,201109,1,16,000000000,1,01,202412,3,4,01,0,12,61997,108034,108034,A68,
272582239,AMERICAN INSTITUTE OF CERTIFIED EDUCATION PLANNERS INC,,1538 ADAMS ST,DENVER,CO,80206-1706,0000,03,3,2000,201507,1,16,000000000,1,01,202505,0,0,02,0,05,0,0,0,B03,AICEP
272590814,MISSION GRANTED,% JEFF SUNTKEN,2725 CALIFORNIA ST,DENVER,CO,80205-2933,0000,03,3,1000,201308,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,S20,
272593680,THE PAONIA DITCH COMPANY,% OLEN LUND,13190 CRAWFORD RD,PAONIA,CO,81428-6505,0000,12,3,2000,202205,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,Y22,
272603430,HIGH ALTITUDE RUNNING TEAM,% CHRISTOPHER BITTINGER,15568 LACUNA DR,MONUMENT,CO,80132-6100,0000,03,3,1000,201212,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,N80,HIGH ALTITUDE RUNNING TEAM
272615757,SAN LUIS VALLEY YOUTH HOCKEY ASSOCIATION,,PO BOX 615,ALAMOSA,CO,81101-0615,0000,03,3,1000,202306,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,N68,
272616666,COLORADO CHEROKEE CIRCLE,% JOHN GRITTS,PO BOX 772,LITTLETON,CO,80160-0772,0000,03,3,1200,201410,1,15,000000000,1,01,202412,3,2,02,0,12,31359,22107,22107,P20,
272622785,NORTH DENVER CARES,% CHIP CASE,6900 WEST 117TH AVENUE 700W,BROOMSFIELD,CO,80020-2919,0000,03,3,1000,201008,1,15,000000000,1,01,202406,4,4,01,0,06,109065,220881,220881,P20,
272624064,RIO GRANDE HOSPITAL FOUNDATION INC,% RIO GRANDE HOSPITAL FOUNDATION,0310 COUNTY RD 14,DEL NORTE,CO,81132-8758,0000,03,3,1000,201103,1,21,000000000,1,01,202412,1,1,02,0,12,1,4726,4726,E11,
272629203,PAPAS GLORY MINISTRIES,% MATTHEW ROGERS,3903 FETLOCK CIR,COLORADO SPGS,CO,80918-2864,0000,03,3,7100,201009,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,X21,
272650080,PROCESS SERVERS ASSOCIATION OF COLORADO,% STEVIN D GLENN,8480 E ORCHARD RD STE 5700,GREENWOOD VLG,CO,80111-5028,0000,06,3,2000,201905,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,S41,
272650616,ROCKY MOUNTAIN INVESTIGATIVE NEWS NETWORK,% LAURA FRANK,2101 ARAPAHOE ST,DENVER,CO,80205-2510,0000,03,3,1000,201306,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,B990,I-NEWS
272652491,VETERANS ASSISTANCE LEAGUE OF COLORADO,% JEFFERY C JOHNSON,4860 CHAMBERS RD,DENVER,CO,80239-5152,0000,03,3,1200,201012,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,P50,
272656592,CHERRY CREEK THEATRE COMPANY,% MARK ROSSMAN,PO BOX 200491,DENVER,CO,80220-0491,0000,03,3,1200,201012,1,15,000000000,1,01,202312,1,4,01,0,12,1207,151332,151332,A65,
272666361,LOTUS CENTER FOR SELF DISCOVERY,% DAVID VANDINTER,3305 BRUNSWICK DR,COLORADO SPGS,CO,80920-7343,0000,03,3,1000,201103,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,F60,
272670571,KEHILAS BAIS YISROEL,% AVER JACOBS,7329 E BYERS AVE,DENVER,CO,80230-6751,0000,03,3,7000,201201,1,10,000000000,1,01,,0,0,06,0,12,,,,X30,
272672531,VAIL PET PARTNERS,% STEVE HILBERT,PO BOX 1817,EDWARDS,CO,81632-1817,0000,03,3,1000,201105,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,E50,
272679037,ALPHA PHI INTERNATIONAL FRATERNITY INC,% SORORITY SOLUTIONS,1985 S JOSEPHINE ST,DENVER,CO,80210-4207,1038,07,9,1000,196808,0,00,040319000,5,01,202506,4,6,01,0,06,462326,2089794,2089794,,GAMMA PHI CHAPTER
272682581,HELLENBACH CASTLE FOUNDATION,% EDWARD WEIDERT,510 PEREGRINE CIR,LONGMONT,CO,80504-8806,0000,03,3,1200,201407,1,15,000000000,1,01,202504,0,0,02,0,04,0,0,0,S30,
272691212,TINKERS DREAM INC,% MARCIA PATRICK ADAMS,7401 BROADWAY UNIT 2105,DENVER,CO,80221-3615,0000,03,3,1400,202404,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,D20,
272695925,KNIGHTS OF COLUMBUS,% RICKEY SEMROSKA,PO BOX 132,FORT LUPTON,CO,80621-0132,0188,08,9,1000,194010,1,00,036029265,5,01,202512,0,0,02,0,12,0,0,0,,4732 ST WILLIAM COUNCIL
272701934,ARMED FORCES ATHLETIC TRAINERS SOCIETY,,7554 ANTELOPE MEADOWS CIR,PEYTON,CO,80831-5019,0000,03,3,1200,201812,1,16,000000000,5,01,202412,2,1,02,0,12,13830,8015,8015,R03,
272705788,BAND OF TOUGHS,% BOULDER INTL FRINGE FESTIVAL,4450 ARAPAHOE AVE STE 100,BOULDER,CO,80303-9102,0000,03,3,1000,202404,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,A65,
272712338,MCLAUGHLIN FAMILY FOUNDATION,,10099 WHISTLING ELK DR,LITTLETON,CO,80127-6109,0000,03,3,1000,201008,1,04,000000000,1,01,202412,4,4,00,1,12,119486,245486,,T90,
272715558,CARNATION FESTIVAL INC,,9045 W 44TH AVE,WHEAT RIDGE,CO,80033-3002,0000,03,3,1000,201111,1,15,000000000,1,01,202412,1,4,01,0,12,1484,305401,305401,A20,
272750403,CENTER FOR SYSTEMIC PEACE INC,% MONTY G MARSHALL,1772 STEEL ST UNIT 3308,LOUISVILLE,CO,80027-8545,0000,03,3,1000,201406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,I05,
272757169,YOUNG ARTISTS ALLIANCE,% VALERIE PRICE,13141 LOGAN ST,THORNTON,CO,80241-1734,0000,03,3,1000,202302,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,A20,
272758867,TELLER COUNTY SHOOTING SOCIETY,% THE COMPANY,PO BOX 548,WOODLAND PARK,CO,80866-0548,0000,07,3,1000,201202,2,00,000000000,1,01,202512,5,4,01,0,12,603036,119458,119458,N50,
272759599,GLOBE CENTER INC,% JACK FELLOWS,205 INCA PKWY,BOULDER,CO,80303-3515,0000,03,3,1000,201110,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,U30,
272767041,CICLISMO YOUTH FOUNDATION,% JASON TRUJILLO,1825 W MULBERRY ST,FORT COLLINS,CO,80521-3351,0000,03,3,1000,201011,1,15,000000000,1,01,202412,4,4,01,0,12,134158,161449,160031,N50,
272768472,ALPHA PHI INTERNATIONAL FRATERNITY INC,% SORORITY SOLUTIONS,1985 S JOSEPHINE ST,DENVER,CO,80210-4207,1038,07,9,1000,196808,2,00,040319000,5,01,202506,3,4,01,0,06,52606,106358,106358,,BETA OMICRON CHAPTER
272768961,CONEJOS COUNTY CLEAN WATER INC,,PO BOX 153,ANTONITO,CO,81120-0153,0000,03,3,1000,201101,1,15,000000000,1,01,202506,4,4,01,0,06,381702,487820,487820,C60,THE JUSTICE AND HERITAGE ACADEMY
272775161,ALPHA PHI INTERNATIONAL FRATERNITY INC,,1985 S JOSEPHINE ST,DENVER,CO,80210-4207,1038,07,9,1000,196808,2,00,040319000,5,01,202506,0,0,02,0,06,0,0,0,,SALT LAKE ALUMNAE CHAPTER
272779073,CENTER FOR AMERICAN VALUES INC,,101 S MAIN ST STE 100,PUEBLO,CO,81003-3412,0000,03,3,2000,201102,1,15,000000000,1,01,202412,4,5,01,0,12,374384,948410,945993,A54,
272779454,GIVE WATTS INC,% BRYAN GUIDO HASSIN,646 POPLAR AVE,BOULDER,CO,80304-1062,0000,03,3,1000,201106,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,P20,
272782877,MEDICAL MARIJUANA INDUSTRY GROUP,% BARBARA SCHMIDT,515 CRAWFORD ST,GOLDEN,CO,80401-5154,0000,06,3,1000,201209,2,00,000000000,1,01,202312,4,5,01,0,12,224313,572274,572274,T12,
272787312,ARK VALLEY HIGH ROLLERS,% JESSICA SHOOK,PO BOX 1315,SALIDA,CO,81201-1315,0000,03,3,1000,201204,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,N60,
272821073,AUTISM & ASPERGER CONNECTIONS,,723 N FOOTE AVE,COLORADO SPGS,CO,80909-4505,0000,03,3,1200,201105,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,G84,
272823020,EVERGREEN RANCH SORTERS ASSOCIATION INC,% JERRY TOMAN,268 PATTY DRIVE,EVERGREEN,CO,80439-0000,0000,07,3,1000,201102,2,00,000000000,1,01,202512,0,0,02,0,12,0,0,0,N69,
272825710,R12 CHARITIES,% KRISTIN VANNORSDEL,PO BOX 952,ERIE,CO,80516-0952,0000,03,3,1000,201708,1,16,000000000,1,01,202512,0,0,02,0,12,0,0,0,P60,
272830981,VAIL CHRISTIAN SCHOOL INC,% RICHARD GYDE,31621 HIGHWAY 6,EDWARDS,CO,81632-8166,0000,03,3,2000,201105,1,11,000000000,1,01,202406,8,7,01,0,06,11751195,5933262,5789767,B25,
272833818,GARFIELD COUNTY COUNCIL ON AGING,% CORA PIPKINS,8526 COUNTY ROAD 301,PARACHUTE,CO,81635-9146,0000,03,3,1000,201008,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,W20,
272842382,INTERNATIONAL HOPE BUILDERS,,8318 DEVINNEY CT,ARVADA,CO,80005-5937,0000,03,3,1000,201009,1,15,000000000,1,01,202412,4,5,01,0,12,378030,503877,503877,L99,
272844612,CHERRY CREEK SCHOOL DISTRICT PARENT TEACHER COMMUNITY COUNCIL INC,% PTO TREASURER,6525 S WHEATLANDS PKWY,AURORA,CO,80016-5448,7207,03,9,1000,199311,1,16,035000000,1,01,202506,3,3,01,0,06,25413,81584,56394,,PINE RIDGE ELEMENTARY PTO
272847682,MERCEDES BENZ CLUB OF AMERICA,,3472 RESEARCH PKWY PMB 464,COLORADO SPRINGS,CO,80920-1066,7236,07,9,1000,199610,2,00,281000000,1,01,202412,0,0,02,0,12,0,0,0,,NE PENNSYLVANIA SECTION
272851135,PITKIN - EAGLE - GARFIELD DAMAGE PREVENTION COUNCIL,% MICHAEL WHIDDON,PO BOX 2150,GLENWOOD SPGS,CO,81602-2150,0000,03,3,2000,201102,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,PEGDPC
272851266,ARVDHEART FOR HOPE,% SUSAN D EDSON,713 ESTATES BLVD,GRAND JCT,CO,81505-9599,0000,03,3,1000,201209,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,G124,
272884568,CENTER FOR IMPROVING VALUE IN HEALTH CARE,% JANIE DUNCKLEY,4500 CHERRY CREEK S DR STE 350,GLENDALE,CO,80246-1526,0000,03,3,1200,201104,1,15,000000000,1,01,202506,7,8,01,0,06,8140392,10314367,10314367,H05,
272891180,FILLING THE VOID INC,,PO BOX 4506,PARKER,CO,80134-1452,5893,03,9,1000,201111,1,15,000000000,1,01,202512,0,0,02,0,12,0,0,0,,FILLING THE VOID DENVER
